quote_id,product,product_model,kw,qty,current_gmr_pct,recommended_gmr_pct,delta_gmr_pct_point,unit_price,recommended_unit_price,delta_unit_price,subtotal_price,recommended_subtotal_price,delta_subtotal_price,estimated_cost,estimated_gross_profit,recommended_estimated_gross_profit,current_predicted_win_probability_pct,recommended_predicted_win_probability_pct,delta_predicted_win_probability_pct_point,current_expected_profit,recommended_expected_profit,delta_expected_profit,avg_competitor_price,price_gap_avg_competitor_pct,recommended_price_gap_avg_competitor_pct,convert_to_order,success,row_id,gross_margin_rate,energy_grant_amount,current_predicted_win_probability,recommended_gmr,recommended_predicted_win_probability,higher_than_avg_competitor,is_lower_than_competitor,recommendation_objective,min_win_prob_constraint,used_fallback_because_no_candidate_met_min_win_prob,delta_gmr,delta_predicted_win_probability
Q-11375,I1,I1,22.0,1,13.68,50.0,36.32,187012.8,322858.89791999996,135846.09791999997,187012.8,322858.89791999996,135846.09791999997,161429.44895999998,25583.351039999998,161429.44895999998,99.97,65.54,-34.44,25576.068581515356,105794.38776127988,80218.31917976453,240000.0,-22.078000000000007,34.52454079999998,0,1,880,0.1368,132000,0.9997153438393096,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.36319999999999997,-0.3443554423910039
Q-11376,I1,I1,22.0,1,7.77,50.0,42.23,175032.0,322864.0272,147832.0272,175032.0,322864.0272,147832.0272,161432.0136,13599.986399999982,161432.0136,100.0,65.54,-34.46,13599.841754221909,105796.06852349755,92196.22676927564,240000.0,-27.07,34.526678000000004,0,1,881,0.0776999999999999,132000,0.9999893642703883,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.4223000000000001,-0.3446294628220826
Q-11377,I1,I1,22.0,4,10.31,50.0,39.69,179992.8,322871.08463999996,142878.28463999997,719971.2,1291484.3385599998,571513.1385599999,645742.1692799999,74229.03072,645742.1692799999,99.98,49.52,-50.45,74211.41685201763,319795.15496582387,245583.73811380623,240000.0,-25.003000000000004,34.529618599999985,0,1,882,0.1031,132000,0.999762709174409,0.5,0.4952365977931939,1,0,expected_profit,0.0,False,0.39690000000000003,-0.5045261113812152
Q-11377,I1,I1,22.0,2,10.31,60.0,49.69,179992.8,403588.85579999984,223596.05579999986,359985.6,807177.7115999998,447192.11159999983,322871.08463999996,37114.51536,484306.62695999985,100.0,35.7,-64.3,37114.06674125666,172896.40718600136,135782.3404447447,240000.0,-25.003000000000004,68.16202324999993,0,1,883,0.1031,132000,0.9999879125797823,0.6,0.35699781411473713,1,0,expected_profit,0.0,False,0.4969,-0.6429900984650452
Q-11377,I1,I1,22.0,5,10.31,50.0,39.69,179992.8,322871.08464,142878.28464000003,899964.0,1614355.4232,714391.4232000001,807177.7116,92786.28839999999,807177.7116,99.99,47.2,-52.79,92778.06729193601,380991.72567177477,288213.65837983874,240000.0,-25.003000000000004,34.529618600000006,0,1,884,0.1031,132000,0.9999113973820297,0.5,0.4720047644979779,1,0,expected_profit,0.0,False,0.39690000000000003,-0.5279066328840518
Q-11378,I1,I1,22.0,1,7.77,50.0,42.23,175032.0,322864.0272,147832.0272,175032.0,322864.0272,147832.0272,161432.0136,13599.986399999982,161432.0136,100.0,65.54,-34.46,13599.841754221909,105796.06852349755,92196.22676927564,240000.0,-27.07,34.526678000000004,0,1,885,0.0776999999999999,132000,0.9999893642703883,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.4223000000000001,-0.3446294628220826
Q-11379,I1,I1,22.0,1,42.32,50.0,7.68,279864.0,322851.1104,42987.110400000005,279864.0,322851.1104,42987.110400000005,161425.5552,118438.44480000001,161425.5552,2.48,62.59,60.11,2938.5236681508763,101032.16190034621,98093.63823219533,240000.0,16.61,34.521296,1,0,886,0.4232,132000,0.024810556007493913,0.5,0.6258746440436354,1,0,expected_profit,0.0,False,0.07679999999999998,0.6010640880361414
Q-11380,I1,I1,22.0,1,7.77,50.0,42.23,175032.0,322864.0272,147832.0272,175032.0,322864.0272,147832.0272,161432.0136,13599.986399999982,161432.0136,100.0,65.54,-34.46,13599.841754221909,105796.06852349755,92196.22676927564,240000.0,-27.07,34.526678000000004,0,1,887,0.0776999999999999,132000,0.9999893642703883,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.4223000000000001,-0.3446294628220826
Q-11383,I1,I1,22.0,1,7.77,50.0,42.23,175032.0,322864.0272,147832.0272,175032.0,322864.0272,147832.0272,161432.0136,13599.986399999982,161432.0136,100.0,65.54,-34.46,13599.841754221909,105796.06852349755,92196.22676927564,240000.0,-27.07,34.526678000000004,0,1,888,0.0776999999999999,132000,0.9999893642703883,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.4223000000000001,-0.3446294628220826
Q-11384,I1,I1,22.0,1,42.32,50.0,7.68,279864.0,322851.1104,42987.110400000005,279864.0,322851.1104,42987.110400000005,161425.5552,118438.44480000001,161425.5552,2.48,62.59,60.11,2938.5236681508763,101032.16190034621,98093.63823219533,240000.0,16.61,34.521296,1,0,889,0.4232,132000,0.024810556007493913,0.5,0.6258746440436354,1,0,expected_profit,0.0,False,0.07679999999999998,0.6010640880361414
Q-11385,I1,I1,22.0,1,7.77,50.0,42.23,175032.0,322864.0272,147832.0272,175032.0,322864.0272,147832.0272,161432.0136,13599.986399999982,161432.0136,100.0,65.54,-34.46,13599.841754221909,105796.06852349755,92196.22676927564,240000.0,-27.07,34.526678000000004,0,1,890,0.0776999999999999,132000,0.9999893642703883,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.4223000000000001,-0.3446294628220826
Q-11386,I1,I1,22.0,1,37.71,50.0,12.29,261612.0,325916.22959999996,64304.22959999996,261612.0,325916.22959999996,64304.22959999996,162958.11479999998,98653.8852,162958.11479999998,27.78,94.49,66.71,27403.863332249653,153976.84614431107,126572.98281206141,240000.0,9.005,35.798428999999985,1,0,891,0.3771,132000,0.27777784196429856,0.5,0.9448860299671992,1,0,expected_profit,0.0,False,0.12290000000000001,0.6671081880029006
Q-11387,I1,I1,22.0,1,42.32,50.0,7.68,279864.0,322851.1104,42987.110400000005,279864.0,322851.1104,42987.110400000005,161425.5552,118438.44480000001,161425.5552,2.48,62.59,60.11,2938.5236681508763,101032.16190034621,98093.63823219533,240000.0,16.61,34.521296,1,0,892,0.4232,132000,0.024810556007493913,0.5,0.6258746440436354,1,0,expected_profit,0.0,False,0.07679999999999998,0.6010640880361414
Q-11388,I1,I1,22.0,2,11.24,60.0,48.76,183596.4,407400.41159999993,223804.01159999994,367192.8,814800.8232,447608.0232,325920.32928,41272.47072,488880.49392,99.99,58.2,-41.79,41269.17596934897,284530.0625966895,243260.88662734051,240000.0,-23.501500000000004,69.75017149999996,0,1,893,0.1124,132000,0.9999201707435114,0.6,0.582003303742468,1,0,expected_profit,0.0,False,0.4876,-0.41791686700104336
Q-11389,I1,I1,22.0,1,11.46,50.0,38.54,182332.8,322874.92224,140542.12224,182332.8,322874.92224,140542.12224,161437.46112,20895.338879999996,161437.46112,99.99,65.54,-34.45,20893.038130683683,105799.63860966788,84906.6004789842,240000.0,-24.028000000000006,34.53121759999999,0,1,894,0.1146,132000,0.9998898917443011,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.3854,-0.3445299902959954
Q-11390,H1,H1,37.0,2,45.24,60.0,14.76,383441.5,524931.4134999999,141489.9134999999,766883.0,1049862.8269999998,282979.8269999998,419945.1308,346937.8692,629917.6961999999,95.7,95.69,-0.01,332005.48433278676,602752.7534924634,270747.2691596766,360000.0,6.511527777777777,45.81428152777775,0,1,895,0.4524,222000,0.956959484124216,0.6,0.9568754094837945,1,0,expected_profit,0.0,False,0.14759999999999995,-8.407464042159418e-05
Q-11391,I1,I1,22.0,2,37.71,60.0,22.29,261612.0,407395.28699999995,145783.28699999995,523224.0,814790.5739999999,291566.5739999999,325916.22959999996,197307.7704,488874.34439999994,46.86,58.2,11.34,92452.27874211932,284526.48355573305,192074.20481361373,240000.0,9.005,69.74803624999998,0,1,896,0.3771,132000,0.46856886859900027,0.6,0.582003303742468,1,0,expected_profit,0.0,False,0.2229,0.11343443514346774
Q-11398,I1,I1,22.0,1,65.51,55.0,-10.51,264420.0,202663.24,-61756.76000000001,264420.0,202663.24,-61756.76000000001,91198.45799999998,173221.54200000002,111464.782,0.69,99.16,98.46,1202.1777958691046,110525.77953678067,109323.60174091156,240000.0,10.174999999999999,-15.556983333333338,1,0,897,0.6551,132000,0.006940117158575487,0.55,0.9915757924039241,0,1,expected_profit,0.0,False,-0.10509999999999997,0.9846356752453487
Q-11404,I1,I1,22.0,5,10.33,50.0,39.67,180039.6,322883.01864,142843.41864000002,900198.0,1614415.0932,714217.0932,807207.5466,92990.4534,807207.5466,99.98,47.2,-52.78,92974.98365386267,381005.8079339235,288030.8242800608,240000.0,-24.983499999999996,34.534591100000014,0,1,898,0.1033,132000,0.9998336415667232,0.5,0.4720047644979779,1,0,expected_profit,0.0,False,0.3967,-0.5278288770687453
Q-11406,I1,I1,22.0,1,42.89,50.0,7.11,282672.0,322867.9584,40195.9584,282672.0,322867.9584,40195.9584,161433.9792,121238.0208,161433.9792,1.05,65.54,64.49,1269.3134981764758,105797.35669891983,104528.04320074336,240000.0,17.78,34.528316000000004,1,0,899,0.4289,132000,0.010469599303921297,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.0711,0.6448903021443844
Q-11412,I1,I1,22.0,1,38.95,50.0,11.05,264420.0,322856.82,58436.82000000001,264420.0,322856.82,58436.82000000001,161428.41,102991.59,161428.41,1.16,65.54,64.38,1192.550976933042,105793.70686855669,104601.15589162365,240000.0,10.174999999999999,34.523675000000004,1,0,900,0.3895,132000,0.01157911026456667,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.11049999999999999,0.643780791183739
Q-11414,I1,I1,22.0,2,7.74,50.0,42.26,174985.2,322882.69104,147897.49104,349970.4,645765.38208,295794.98208,322882.69104,27087.70896,322882.69104,100.0,64.06,-35.94,27087.357623493564,206839.68271827907,179752.3250947855,240000.0,-27.089499999999994,34.534454600000004,0,1,901,0.0774,132000,0.9999870296706541,0.5,0.6406031926085964,1,0,expected_profit,0.0,False,0.4226,-0.3593838370620577
Q-11414,I1,I1,22.0,16,7.74,60.0,52.26,174985.2,403603.3638,228618.16379999998,2799763.2,6457653.8208,3657890.6207999997,2583061.52832,216701.67168,3874592.29248,99.97,62.13,-37.84,216626.93686292277,2407238.0634660833,2190611.1266031605,240000.0,-27.089499999999994,68.16806824999999,0,1,902,0.0774,132000,0.9996551257934568,0.6,0.6212880947856552,1,0,expected_profit,0.0,False,0.5226,-0.37836703100780167
Q-11414,I1,I1,22.0,4,7.74,50.0,42.26,174985.2,322882.69104,147897.49104,699940.8,1291530.76416,591589.96416,645765.38208,54175.41792,645765.38208,99.99,49.52,-50.47,54171.829565307286,319806.65079392114,265634.82122861384,240000.0,-27.089499999999994,34.534454600000004,0,1,903,0.0774,132000,0.9999337641529963,0.5,0.4952365977931939,1,0,expected_profit,0.0,False,0.4226,-0.5046971663598023
Q-11424,I1,I1,22.0,1,41.01,55.0,13.99,220000.0,288395.5555555556,68395.55555555562,220000.0,288395.5555555556,68395.55555555562,129778.00000000001,90221.99999999999,158617.5555555556,99.26,89.04,-10.22,89555.57166949462,141230.65022258865,51675.078553094034,240000.0,-8.333333333333332,20.16481481481484,0,1,904,0.4100999999999999,132000,0.9926134609019378,0.55,0.8903847353335539,1,0,expected_profit,0.0,False,0.13990000000000014,-0.10222872556838392
Q-11428,N1,N1,75.0,1,39.6,50.0,10.4,740899.2,895006.2335999999,154107.03359999997,740899.2,895006.2335999999,154107.03359999997,447503.11679999996,293396.0832,447503.11679999996,1.36,74.39,73.03,3995.8369184353483,332888.03076886793,328892.1938504326,830000.0,-10.73503614457832,7.832076337349387,1,0,905,0.396,375000,0.013619257881201831,0.5,0.7438786865872126,1,0,expected_profit,0.0,False,0.10399999999999998,0.7302594287060107
Q-11430,N1,N1,75.0,1,39.57,50.0,10.43,740899.2,895450.7731199999,154551.57311999996,740899.2,895450.7731199999,154551.57311999996,447725.38655999996,293173.81344,447725.38655999996,2.54,78.62,76.07,7449.804814756754,351982.7851840604,344532.98036930367,830000.0,-10.73503614457832,7.88563531566264,1,0,906,0.3957,375000,0.025410880758220948,0.5,0.7861577559593909,1,0,expected_profit,0.0,False,0.1043,0.7607468752011699
Q-11435,A1,A1,15.0,1,60.7,40.0,-20.7,405000.0,265275.0,-139725.0,405000.0,265275.0,-139725.0,159165.0,245835.0,106110.0,0.08,80.66,80.58,202.75218740674356,85593.40568409192,85390.65349668518,170000.0,138.23529411764704,56.04411764705882,1,0,907,0.607,90000,0.0008247490691184882,0.4,0.8066478718696817,1,0,expected_profit,0.0,False,-0.20699999999999996,0.8058231228005632
Q-11438,A1,A1,15.0,1,29.9,40.0,10.1,228825.0,267343.87500000006,38518.87500000006,228825.0,267343.87500000006,38518.87500000006,160406.325,68418.675,106937.55000000003,16.0,88.23,72.24,10943.618606880926,94354.03049941314,83410.41189253223,170000.0,34.60294117647059,57.2611029411765,0,1,908,0.299,90000,0.1599507533123219,0.4,0.8823283355511055,1,0,expected_profit,0.0,False,0.10100000000000003,0.7223775822387836
Q-11439,H1,H1,37.0,1,44.9,55.0,10.1,366120.0,448293.6,82173.59999999998,366120.0,448293.60000000003,82173.60000000003,201732.12,164387.88,246561.48000000004,0.33,97.19,96.86,538.0691003889535,239631.84719078278,239093.7780903938,360000.0,1.7000000000000002,24.525999999999993,1,0,909,0.449,222000,0.003273167707917114,0.55,0.9718949090944081,1,0,expected_profit,0.0,False,0.10100000000000003,0.968621741386491
Q-11441,I1,I1,22.0,1,13.93,50.0,36.07,187621.2,322971.13368,135349.93368000002,187621.2,322971.13368,135349.93368000002,161485.56684,26135.63316,161485.56684,99.99,94.49,-5.5,26133.555597221053,152585.4561484504,126451.90055122935,240000.0,-21.824499999999993,34.57130570000001,0,1,910,0.1393,132000,0.9999205084198179,0.5,0.9448860299671992,1,0,expected_profit,0.0,False,0.3607,-0.055034478452618774
Q-11444,N1,N1,75.0,1,43.82,50.0,6.18,796988.4,895496.1662399999,98507.76623999991,796988.4,895496.16624,98507.76624000003,447748.08312,349240.31688,447748.08312,0.76,78.62,77.86,2655.4787356802763,352000.62826073804,349345.14952505776,830000.0,-3.9773012048192746,7.8911043662650515,1,0,911,0.4382,375000,0.007603585861459136,0.5,0.7861577559593909,1,0,expected_profit,0.0,False,0.06180000000000002,0.7785541700979317
Q-11450,I1,I1,22.0,5,7.74,50.0,42.26,174985.2,322882.69104,147897.49104,874926.0,1614413.4552,739487.4552,807206.7276,67719.2724,807206.7276,100.0,47.2,-52.8,67717.8247286217,381005.4213620214,313287.5966333997,240000.0,-27.089499999999994,34.534454600000004,0,1,912,0.0774,132000,0.9999786224611252,0.5,0.4720047644979779,1,0,expected_profit,0.0,False,0.4226,-0.5279738579631473
Q-11450,I1,I1,22.0,3,7.74,50.0,42.26,174985.2,322882.69104,147897.49104,524955.6,968648.07312,443692.47312,484324.03656,40631.56344,484324.03656,100.0,73.59,-26.41,40630.768260375226,356390.37520396314,315759.6069435879,240000.0,-27.089499999999994,34.534454600000004,0,1,913,0.0774,132000,0.9999804295095376,0.5,0.7358511002990703,1,0,expected_profit,0.0,False,0.4226,-0.2641293292104673
Q-11450,I1,I1,22.0,10,7.74,50.0,42.26,174985.2,322882.69104,147897.49104,1749852.0,3228826.9104,1478974.9104,1614413.4552,135438.5448,1614413.4552,99.97,76.96,-23.0,135393.20275004048,1242506.7480014171,1107113.5452513767,240000.0,-27.089499999999994,34.534454600000004,0,1,914,0.0774,132000,0.9996652204878126,0.5,0.7696335433772078,1,0,expected_profit,0.0,False,0.4226,-0.2300316771106048
Q-11450,I1,I1,22.0,4,7.74,50.0,42.26,174985.2,322882.69104,147897.49104,699940.8,1291530.76416,591589.96416,645765.38208,54175.41792,645765.38208,99.99,49.52,-50.47,54171.829565307286,319806.65079392114,265634.82122861384,240000.0,-27.089499999999994,34.534454600000004,0,1,915,0.0774,132000,0.9999337641529963,0.5,0.4952365977931939,1,0,expected_profit,0.0,False,0.4226,-0.5046971663598023
Q-11462,W,W,11.0,1,14.07,40.0,25.93,173420.0,248366.34333333335,74946.34333333335,173420.0,248366.34333333335,74946.34333333335,149019.806,24400.194,99346.53733333334,1.33,57.53,56.2,323.5749339403629,57149.822071912386,56826.24713797202,,,,1,0,916,0.1407,66000,0.013261162347330635,0.4,0.5752573124935391,0,0,expected_profit,0.0,False,0.25930000000000003,0.5619961501462084
Q-11466,W,W,11.0,1,14.07,40.0,25.93,173420.0,248366.34333333335,74946.34333333335,173420.0,248366.34333333335,74946.34333333335,149019.806,24400.194,99346.53733333334,1.33,57.53,56.2,323.5749339403629,57149.822071912386,56826.24713797202,,,,1,0,917,0.1407,66000,0.013261162347330635,0.4,0.5752573124935391,0,0,expected_profit,0.0,False,0.25930000000000003,0.5619961501462084
Q-11467,H1,H1,37.0,1,43.03,55.0,11.97,371822.4,470727.1584,98904.75839999999,371822.4,470727.1584,98904.75839999999,211827.22128,159995.17872000003,258899.93712000002,77.71,95.06,17.34,124339.35230900745,246108.26714934414,121768.9148403367,360000.0,3.2840000000000065,30.757544000000003,0,1,918,0.4303,222000,0.7771443696225863,0.55,0.950592224498197,1,0,expected_profit,0.0,False,0.11970000000000003,0.17344785487561076
Q-11467,I1,I1,22.0,1,43.03,50.0,6.97,268538.4,305972.65296,37434.252959999954,268538.4,305972.65296,37434.252959999954,152986.32648,115552.07352000002,152986.32648,40.18,74.15,33.97,46431.597986471825,113441.71640395444,67010.11841748262,240000.0,11.89100000000001,27.488605399999987,0,1,919,0.4303,132000,0.40182401381516825,0.5,0.7415153956179525,1,0,expected_profit,0.0,False,0.06969999999999998,0.3396913818027843
Q-11491,H1,H1,37.0,1,44.9,55.0,10.1,366120.0,448293.6,82173.59999999998,366120.0,448293.60000000003,82173.60000000003,201732.12,164387.88,246561.48000000004,0.33,97.19,96.86,538.0691003889535,239631.84719078278,239093.7780903938,360000.0,1.7000000000000002,24.525999999999993,1,0,920,0.449,222000,0.003273167707917114,0.55,0.9718949090944081,1,0,expected_profit,0.0,False,0.10100000000000003,0.968621741386491
Q-11492,I1,I1,22.0,5,12.74,50.0,37.26,185000.4,322862.69808,137862.29808,925002.0,1614313.4904,689311.4904,807156.7452,117845.25480000001,807156.7452,99.95,47.2,-52.75,117787.92642303629,380981.8294310804,263193.9030080441,240000.0,-22.916500000000003,34.526124200000005,0,1,921,0.1274,132000,0.99951352833798,0.5,0.4720047644979779,1,0,expected_profit,0.0,False,0.3726,-0.5275087638400021
Q-11492,I1,I1,22.0,4,12.74,50.0,37.26,185000.4,322862.69808,137862.29808,740001.6,1291450.79232,551449.19232,645725.39616,94276.20384,645725.39616,99.92,49.52,-50.39,94197.3893274591,319786.8483029407,225589.45897548163,240000.0,-22.916500000000003,34.526124200000005,0,1,922,0.1274,132000,0.9991640041778234,0.5,0.4952365977931939,1,0,expected_profit,0.0,False,0.3726,-0.5039274063846295
Q-11507,K,K,37.0,1,45.07,35.0,-10.07,555000.0,469017.6923076923,-85982.30769230769,555000.0,469017.6923076923,-85982.30769230769,304861.5,250138.5,164156.1923076923,5.47,52.39,46.92,13683.020487449056,85997.5442459098,72314.52375846074,,,,1,0,923,0.4507,190920,0.05470177716524668,0.35,0.5238763340996426,0,0,expected_profit,0.0,False,-0.10070000000000001,0.46917455693439597
Q-11569,W,W,11.0,1,9.05,40.0,30.95,163850.0,248369.2916666667,84519.29166666669,163850.0,248369.2916666667,84519.29166666669,149021.575,14828.425,99347.71666666667,16.2,55.76,39.57,2401.593994361669,55400.61797859421,52999.02398423254,,,,0,1,924,0.0905,66000,0.16195880508966187,0.4,0.5576435960221955,0,0,expected_profit,0.0,False,0.3095,0.3956847909325336
Q-11570,W,W,11.0,1,15.85,45.0,29.15,173420.0,265332.6,91912.59999999998,173420.0,265332.6,91912.59999999998,145932.93,27487.07,119399.67,95.76,80.88,-14.88,26322.217440683868,96574.15032202558,70251.93288134172,,,,0,1,925,0.1585,66000,0.9576217996564882,0.45,0.8088309651276724,0,0,expected_profit,0.0,False,0.2915,-0.1487908345288158
Q-11581,I1,I1,22.0,3,12.74,50.0,37.26,185000.4,322862.69807999994,137862.29807999995,555001.2,968588.0942399999,413586.89423999994,484294.04711999994,70707.15288,484294.04711999994,100.0,73.59,-26.41,70704.26355651622,356368.30744154175,285664.04388502555,240000.0,-22.916500000000003,34.52612419999998,0,1,926,0.1274,132000,0.9999591367582191,0.5,0.7358511002990703,1,0,expected_profit,0.0,False,0.3726,-0.2641080364591488
Q-11592,H1,H1,37.0,1,44.9,55.0,10.1,366120.0,448293.6,82173.59999999998,366120.0,448293.60000000003,82173.60000000003,201732.12,164387.88,246561.48000000004,0.33,97.19,96.86,538.0691003889535,239631.84719078278,239093.7780903938,360000.0,1.7000000000000002,24.525999999999993,1,0,927,0.449,222000,0.003273167707917114,0.55,0.9718949090944081,1,0,expected_profit,0.0,False,0.10100000000000003,0.968621741386491
Q-11602,I1,I1,22.0,2,10.33,50.0,39.67,180039.6,322883.01864,142843.41864000002,360079.2,645766.03728,285686.83728000004,322883.01864,37196.18136,322883.01864,100.0,64.06,-35.94,37195.22967713192,206839.89257988497,169644.66290275304,240000.0,-24.983499999999996,34.534591100000014,0,1,928,0.1033,132000,0.9999744145008094,0.5,0.6406031926085964,1,0,expected_profit,0.0,False,0.3967,-0.35937122189221293
Q-11625,H1,H1,37.0,1,34.18,55.0,20.82,306504.0,448313.184,141809.184,306504.0,448313.18400000007,141809.18400000007,201740.9328,104763.0672,246572.25120000006,99.96,98.16,-1.8,104721.48859044907,242026.56313150082,137305.07454105176,360000.0,-14.860000000000001,24.53144,0,1,929,0.3418,222000,0.9996031176762746,0.55,0.9815644783775278,1,0,expected_profit,0.0,False,0.20820000000000005,-0.018038639298746828
Q-11627,H1,H1,37.0,1,49.04,55.0,5.96,395928.0,448366.46400000004,52438.464000000036,395928.0,448366.46400000004,52438.464000000036,201764.9088,194163.0912,246601.55520000003,17.71,98.24,80.53,34377.89719400419,242253.70066923462,207875.80347523044,360000.0,9.98,24.54624000000001,1,0,930,0.4904,222000,0.17705680817881514,0.55,0.9823689087149544,1,0,expected_profit,0.0,False,0.05960000000000004,0.8053121005361392
Q-11635,I1,I1,22.0,1,15.04,50.0,34.96,190008.0,322861.5936,132853.59360000002,190008.0,322861.5936,132853.59360000002,161430.7968,28577.20319999998,161430.7968,99.99,65.54,-34.45,28573.90734974388,105795.27108156947,77221.3637318256,240000.0,-20.830000000000002,34.52566400000001,0,1,931,0.1503999999999999,132000,0.9998846685509063,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.34960000000000013,-0.3445247671026006
Q-11637,H1,H1,37.0,1,45.85,55.0,9.15,372600.0,448362.0000000001,75762.00000000012,372600.0,448362.00000000006,75762.00000000006,201762.9,170837.1,246599.10000000006,2.78,98.24,95.46,4750.084239945277,242251.28875709,237501.2045171447,360000.0,3.5000000000000004,24.545000000000034,1,0,932,0.4585,222000,0.027804758099647425,0.55,0.9823689087149544,1,0,expected_profit,0.0,False,0.09150000000000003,0.954564150615307
Q-11641,I1,I1,22.0,1,42.32,50.0,7.68,279864.0,322851.1104,42987.110400000005,279864.0,322851.1104,42987.110400000005,161425.5552,118438.44480000001,161425.5552,2.48,62.59,60.11,2938.5236681508763,101032.16190034621,98093.63823219533,240000.0,16.61,34.521296,1,0,933,0.4232,132000,0.024810556007493913,0.5,0.6258746440436354,1,0,expected_profit,0.0,False,0.07679999999999998,0.6010640880361414
Q-11658,J1,J1,55.0,1,61.3,40.0,-21.3,1173500.0,756907.5,-416592.5,1173500.0,756907.5,-416592.5,454144.5,719355.5,302763.0,0.01,26.52,26.51,74.81742849896307,80294.42399265633,80219.60656415737,620000.0,89.27419354838709,22.081854838709678,1,0,934,0.613,181500,0.0001040061951273926,0.4,0.2652055369799359,1,0,expected_profit,0.0,False,-0.21299999999999997,0.26510153078480847
Q-11671,A1,A1,15.0,1,26.66,40.0,13.34,230040.0,281185.56000000006,51145.560000000056,230040.0,281185.56000000006,51145.560000000056,168711.336,61328.664000000004,112474.22400000003,76.85,97.36,20.52,47129.19811600353,109507.715638786,62378.51752278247,170000.0,35.31764705882353,65.40327058823533,0,1,935,0.2666,90000,0.7684693427530644,0.4,0.9736249937477761,1,0,expected_profit,0.0,False,0.13340000000000002,0.20515565099471167
Q-11679,E1,E1,200.0,1,34.13,25.0,-9.13,2571400.0,2258374.9066666667,-313025.09333333327,2571400.0,2258374.9066666667,-313025.09333333327,1693781.1800000002,877618.82,564593.7266666667,15.29,96.76,81.46,134216.1739464847,546285.1239088381,412068.94996235345,2000000.0,28.57,12.918745333333337,1,0,936,0.3413,960000,0.15293219663006394,0.25,0.9675720754711151,1,0,expected_profit,0.0,False,-0.09129999999999999,0.8146398788410512
Q-11680,W,W,11.0,1,48.61,40.0,-8.61,290000.0,248385.0,-41615.0,290000.0,248385.0,-41615.0,149031.0,140969.0,99354.0,0.31,43.5,43.19,434.6615068495662,43218.720944001536,42784.05943715197,,,,1,0,937,0.4861,66000,0.0030833836293764315,0.4,0.4349972919459864,0,0,expected_profit,0.0,False,-0.08609999999999995,0.43191390831661
Q-11704,H1,H1,37.0,1,48.45,55.0,6.55,391392.0,448361.28,56969.28000000003,391392.0,448361.28,56969.28000000003,201762.576,189629.424,246598.70400000003,1.67,98.34,96.67,3168.4433049504896,242505.10434956744,239336.66104461695,360000.0,8.72,24.54480000000001,1,0,938,0.4845,222000,0.016708605859344326,0.55,0.9833997519693672,1,0,expected_profit,0.0,False,0.06550000000000006,0.9666911461100229
Q-11707,E1,E1,200.0,1,9.73,15.0,5.27,4600000.0,4885200.0,285200.0,4600000.0,4885200.0,285200.0,4152420.0,447580.0,732780.0,99.49,81.64,-17.85,445311.7152345781,598245.149018581,152933.4337840029,2000000.0,130.0,144.26000000000002,0,1,939,0.0973,960000,0.9949321132190404,0.15,0.8164048541425544,1,0,expected_profit,0.0,False,0.0527,-0.17852725907648603
Q-11708,E1,E1,200.0,1,9.33,15.0,5.67,4600000.0,4906847.05882353,306847.05882352963,4600000.0,4906847.05882353,306847.05882352963,4170820.0,429180.0,736027.0588235294,99.49,81.64,-17.85,427004.96435134776,600896.0636037968,173891.099252449,2000000.0,130.0,145.34235294117647,0,1,940,0.0933,960000,0.9949321132190404,0.15,0.8164048541425544,1,0,expected_profit,0.0,False,0.0567,-0.17852725907648603
Q-11712,A1,A1,15.0,1,34.43,40.0,5.57,244620.0,267328.89,22708.890000000014,244620.0,267328.89,22708.890000000014,160397.334,84222.666,106931.55600000001,1.42,89.59,88.17,1192.8287049142086,95796.94349776884,94604.11479285463,170000.0,43.89411764705882,57.252288235294124,1,0,941,0.3443,90000,0.01416279917943002,0.4,0.895871593767595,1,0,expected_profit,0.0,False,0.05570000000000003,0.881708794588165
Q-11738,J1,J1,55.0,1,21.93,40.0,18.07,580999.85,755977.6381583334,174977.7881583334,580999.85,755977.6381583334,174977.7881583334,453586.582895,127413.26710499999,302391.0552633334,54.15,26.52,-27.63,68993.711168109,80195.7821890418,11202.071020932795,620000.0,-6.2903467741935515,21.931877122311835,0,1,942,0.2193,181500,0.5414955030644648,0.4,0.2652055369799359,1,0,expected_profit,0.0,False,0.18070000000000003,-0.27628996608452894
Q-11757,W,W,11.0,1,18.66,45.0,26.34,173420.0,256472.41454545455,83052.41454545455,173420.0,256472.41454545455,83052.41454545455,141059.828,32360.172,115412.58654545456,86.27,75.38,-10.89,27916.63742465841,86993.69335219655,59077.055927538146,,,,0,1,943,0.1866,66000,0.8626850754890428,0.45,0.7537626177187755,0,0,expected_profit,0.0,False,0.2634,-0.10892245777026732
