quote_id,product,gross_margin_rate,unit_price,qty,subtotal_price,energy_grant_amount,grant_ratio_to_subtotal,competitor_count_available,avg_competitor_price,price_gap_avg_competitor_pct,estimated_gross_profit,conversion_risk_score,conversion_risk_level,profitability_risk_score,profitability_risk_level,quote_review_flag,conversion_review_reasons,profitability_review_reasons,review_explanation,success,gross_margin_rate_pct,grant_ratio_to_subtotal_pct
Q-13888,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,1,240000.0,95.0,306820.80000000005,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.6%; grant ratio is 28.2%; product historical win rate is 22.9%.,0,65.56,28.21
Q-13892,I1,0.4354,285948.0,1,285948.0,132000,0.461622392882622,1,240000.0,19.14,124501.7592,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 19.1% above average competitor; product historical win rate is 22.9%.,0,43.54,46.16
Q-13895,I1,0.4354,285948.0,1,285948.0,132000,0.461622392882622,1,240000.0,19.14,124501.7592,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 19.1% above average competitor; product historical win rate is 22.9%.,0,43.54,46.16
Q-13898,I1,0.3829,261612.0,1,261612.0,132000,0.5045640108251915,1,240000.0,9.01,100171.2348,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 9.0% above average competitor; product historical win rate is 22.9%.,0,38.29,50.46
Q-13900,H1,0.4904,395928.0,1,395928.0,222000,0.5607080075165182,1,360000.0,9.98,194163.0912,36.36,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor,No major flag,price is 10.0% above average competitor; GMR is 49.0%.,0,49.04,56.07
Q-13924,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,1,240000.0,10.18,102991.59,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 10.2% above average competitor; product historical win rate is 22.9%.,0,38.95,49.92
Q-13925,I1,0.0776999999999999,175032.0,1,175032.0,132000,0.7541478129713424,1,240000.0,-27.07,13599.986399999994,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,7.77,75.41
Q-13928,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13929,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13930,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13931,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13932,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13933,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,1,240000.0,10.18,102991.59,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 10.2% above average competitor; product historical win rate is 22.9%.,0,38.95,49.92
Q-13935,Q,0.051,157040.0,1,157040.0,45000,0.2865511971472236,1,130000.0,20.8,8009.040000000008,45.45,Medium,27.27,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,Very low GMR; Low GMR,price is 20.8% above average competitor; grant ratio is 28.7%; product historical win rate is 10.3%.,0,5.1,28.66
Q-13936,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13937,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13939,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13941,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13942,I1,0.0616,172036.8,1,172036.8,132000,0.767277698724924,1,240000.0,-28.32,10597.466879999993,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,6.16,76.73
Q-13944,I1,0.0774,174985.2,3,524955.6,132000,0.2514498369004921,1,240000.0,-27.09,40631.56344,22.73,Low,36.36,Medium,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,grant ratio is 25.1%; product historical win rate is 22.9%.,1,7.74,25.14
Q-13945,H1,0.3518,311234.4,1,311234.4,222000,0.7132887624247191,1,360000.0,-13.55,109492.26192000002,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,35.18,71.33
Q-13946,H1,0.3112999999999999,292960.8,1,292960.8,222000,0.7577805631333612,1,360000.0,-18.62,91198.69703999996,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,31.13,75.78
Q-13947,H1,0.3112999999999999,292960.8,1,292960.8,222000,0.7577805631333612,1,360000.0,-18.62,91198.69703999996,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,31.13,75.78
Q-13948,H1,0.3112999999999999,292960.8,1,292960.8,222000,0.7577805631333612,1,360000.0,-18.62,91198.69703999996,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,31.13,75.78
Q-13949,H1,0.3112999999999999,292960.8,1,292960.8,222000,0.7577805631333612,1,360000.0,-18.62,91198.69703999996,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,31.13,75.78
Q-13950,I1,0.4354,285948.0,1,285948.0,132000,0.461622392882622,1,240000.0,19.14,124501.7592,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 19.1% above average competitor; product historical win rate is 22.9%.,0,43.54,46.16
Q-13951,I1,0.1391,187527.6,1,187527.6,132000,0.7038963864519142,1,240000.0,-21.86,26085.089160000003,9.09,Low,18.18,Low,No major pricing risk,Product has historically low win rate,Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,13.91,70.39
Q-13952,H1,0.3112999999999999,292960.8,1,292960.8,222000,0.7577805631333612,1,360000.0,-18.62,91198.69703999996,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,31.13,75.78
Q-13955,H1,0.3112999999999999,292960.8,1,292960.8,222000,0.7577805631333612,1,360000.0,-18.62,91198.69703999996,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,31.13,75.78
Q-13957,H1,0.3112999999999999,292960.8,1,292960.8,222000,0.7577805631333612,1,360000.0,-18.62,91198.69703999996,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,31.13,75.78
Q-13959,N1,0.4382,796988.4,1,796988.4,375000,0.4705212773485787,2,830000.0,-3.98,349240.31687999994,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,43.82,47.05
Q-13960,H1,0.3112999999999999,292960.8,1,292960.8,222000,0.7577805631333612,1,360000.0,-18.62,91198.69703999996,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,31.13,75.78
Q-13961,N1,0.4382,796988.4,1,796988.4,375000,0.4705212773485787,2,830000.0,-3.98,349240.31687999994,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,43.82,47.05
Q-13962,H1,0.2653999999999999,274622.4,1,274622.4,222000,0.808382710223201,1,360000.0,-23.72,72884.78495999999,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,26.54,80.84
Q-13968,H1,0.2653999999999999,274622.4,1,274622.4,222000,0.808382710223201,1,360000.0,-23.72,72884.78495999999,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,26.54,80.84
Q-13969,A1,0.297,226395.0,1,226395.0,90000,0.3975352812562115,1,170000.0,33.17,67239.31499999997,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 33.2% above average competitor; product historical win rate is 19.0%.,0,29.7,39.75
Q-13975,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107666.90999999996,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.01,49.05
Q-13976,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107666.90999999996,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.01,49.05
Q-13980,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107666.90999999996,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.01,49.05
Q-13981,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107666.90999999996,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.01,49.05
Q-13983,I1,0.6556000000000001,468000.0,2,936000.0,132000,0.141025641025641,1,240000.0,95.0,613641.6000000001,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.6%; grant ratio is 14.1%; product historical win rate is 22.9%.,0,65.56,14.1
Q-13990,A1,0.3045,228825.0,1,228825.0,90000,0.3933136676499508,1,170000.0,34.6,69677.2125,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 34.6% above average competitor; product historical win rate is 19.0%.,0,30.45,39.33
Q-13996,I1,0.2662,220000.0,1,220000.0,132000,0.6,1,240000.0,-8.33,58564.0,9.09,Low,9.09,Low,No major pricing risk,Product has historically low win rate,Price lower than average competitor,product historical win rate is 22.9%.,1,26.62,60.0
Q-13998,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,1,240000.0,95.0,306586.80000000005,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.5%; grant ratio is 28.2%; product historical win rate is 22.9%.,0,65.51,28.21
Q-14008,I1,0.2772,223700.0,1,223700.0,132000,0.5900759946356727,1,240000.0,-6.79,62009.640000000014,9.09,Low,9.09,Low,No major pricing risk,Product has historically low win rate,Price lower than average competitor,product historical win rate is 22.9%.,1,27.72,59.01
Q-14018,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107666.90999999996,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.01,49.05
Q-14019,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107666.90999999996,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.01,49.05
Q-14029,N1,0.6631999999999999,1742900.0,1,1742900.0,375000,0.2151586436399105,2,830000.0,109.99,1155891.2799999998,81.82,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage,No major flag,price is 110.0% above average competitor; GMR is 66.3%; grant ratio is 21.5%.,0,66.32,21.52
Q-14038,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,1,240000.0,95.0,306820.80000000005,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.6%; grant ratio is 28.2%; product historical win rate is 22.9%.,0,65.56,28.21
Q-14040,I1,0.401,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107909.1,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.1,49.05
Q-14050,I1,0.1391,187518.24,1,187518.24,132000,0.7039315215415844,1,240000.0,-21.87,26083.787183999983,9.09,Low,18.18,Low,No major pricing risk,Product has historically low win rate,Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,13.91,70.39
Q-14054,Q,0.0815,162240.0,1,162240.0,45000,0.2773668639053254,1,130000.0,24.8,13222.559999999998,45.45,Medium,27.27,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,Very low GMR; Low GMR,price is 24.8% above average competitor; grant ratio is 27.7%; product historical win rate is 10.3%.,0,8.15,27.74
Q-14057,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107666.90999999996,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.01,49.05
Q-14058,I1,0.2662,220000.0,2,440000.0,132000,0.3,1,240000.0,-8.33,117128.0,22.73,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage; Product has historically low win rate,Price lower than average competitor,grant ratio is 30.0%; product historical win rate is 22.9%.,1,26.62,30.0
Q-14062,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,1,240000.0,95.0,306820.80000000005,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.6%; grant ratio is 28.2%; product historical win rate is 22.9%.,0,65.56,28.21
Q-14065,J,0.6045,484000.0,1,484000.0,113520,0.2345454545454545,0,,,292578.0,45.45,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Low or no energy grant advantage; Product has historically low win rate; No competitor information available,No major flag,GMR is 60.5%; grant ratio is 23.5%; product historical win rate is 0.0%; no competitor price information is available.,0,60.45,23.45
Q-14068,I1,0.0779,175078.8,4,700315.2,132000,0.1884865557680313,1,240000.0,-27.05,54554.55408000003,22.73,Low,36.36,Medium,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,grant ratio is 18.8%; product historical win rate is 22.9%.,1,7.79,18.85
Q-14068,I1,0.0779,175078.8,10,1750788.0,132000,0.0753946223072125,1,240000.0,-27.05,136386.3851999999,22.73,Low,36.36,Medium,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,grant ratio is 7.5%; product historical win rate is 22.9%.,1,7.79,7.54
Q-14075,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,1,240000.0,12.12,107666.90999999996,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.1% above average competitor; product historical win rate is 22.9%.,0,40.01,49.05
Q-14078,H1,0.4845,391392.0,1,391392.0,222000,0.5672062791268089,1,360000.0,8.72,189629.42400000003,36.36,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor,No major flag,price is 8.7% above average competitor; GMR is 48.4%.,0,48.45,56.72
Q-14086,N1,0.4317,787857.6,1,787857.6,375000,0.4759743385099033,2,830000.0,-5.08,340118.12592,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,43.17,47.6
Q-14093,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,1,240000.0,95.0,306586.80000000005,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.5%; grant ratio is 28.2%; product historical win rate is 22.9%.,0,65.51,28.21
Q-14096,I1,0.0764,174798.0,1,174798.0,132000,0.7551573816634057,1,240000.0,-27.17,13354.56719999999,9.09,Low,36.36,Medium,Monitor: medium pricing risk,Product has historically low win rate,Very low GMR; Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,7.64,75.52
Q-14097,H1,0.2652,274557.6,2,549115.2,222000,0.4042867507583108,1,360000.0,-23.73,145625.35103999998,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,26.52,40.43
Q-14104,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,1,240000.0,10.18,102991.59,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 10.2% above average competitor; product historical win rate is 22.9%.,0,38.95,49.92
Q-14109,H1,0.4429999999999999,362232.0,1,362232.0,222000,0.6128668919366593,1,360000.0,0.62,160468.77599999998,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 0.6% above average competitor.,0,44.3,61.29
Q-14114,I1,0.4472,292032.0,1,292032.0,132000,0.4520052596975674,1,240000.0,21.68,130596.7104,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 21.7% above average competitor; product historical win rate is 22.9%.,0,44.72,45.2
Q-14115,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,1,240000.0,95.0,306586.80000000005,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.5%; grant ratio is 28.2%; product historical win rate is 22.9%.,0,65.51,28.21
Q-14116,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,1,240000.0,95.0,306586.80000000005,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.5%; grant ratio is 28.2%; product historical win rate is 22.9%.,0,65.51,28.21
Q-14117,I1,0.4622,300175.2,3,900525.6,132000,0.1465810633256844,1,240000.0,25.07,416222.93232,45.45,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 25.1% above average competitor; grant ratio is 14.7%; product historical win rate is 22.9%.,1,46.22,14.66
Q-14119,H1,0.2941,290628.0,2,581256.0,222000,0.3819315413518312,1,360000.0,-19.27,170947.3896,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 38.2%.,1,29.41,38.19
Q-14119,H1,0.2941,290628.0,1,290628.0,222000,0.7638630827036624,1,360000.0,-19.27,85473.6948,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,29.41,76.39
Q-14121,I1,0.3818,261144.0,1,261144.0,132000,0.5054682474037313,1,240000.0,8.81,99704.7792,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 8.8% above average competitor; product historical win rate is 22.9%.,0,38.18,50.55
Q-14125,C1,0.5454,1605300.0,2,3210600.0,768000,0.2392076247430387,1,2100000.0,-23.56,1751061.24,27.27,Low,9.09,Low,No major pricing risk,High GMR; Low or no energy grant advantage,Price lower than average competitor,GMR is 54.5%; grant ratio is 23.9%.,1,54.54,23.92
Q-14126,I1,0.4354,285948.0,1,285948.0,132000,0.461622392882622,1,240000.0,19.14,124501.7592,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 19.1% above average competitor; product historical win rate is 22.9%.,0,43.54,46.16
Q-14132,I1,0.4472,292032.0,1,292032.0,132000,0.4520052596975674,1,240000.0,21.68,130596.7104,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 21.7% above average competitor; product historical win rate is 22.9%.,0,44.72,45.2
Q-14133,H1,0.2566,271382.4,5,1356912.0,222000,0.1636067777424033,1,360000.0,-24.62,348183.6192,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 16.4%.,1,25.66,16.36
Q-14135,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,1,240000.0,16.61,118438.4448,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 16.6% above average competitor; product historical win rate is 22.9%.,0,42.32,47.17
Q-14140,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,1,240000.0,16.61,118438.4448,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 16.6% above average competitor; product historical win rate is 22.9%.,0,42.32,47.17
Q-14147,W,0.1712,179800.0,1,179800.0,66000,0.3670745272525028,0,,,30781.76000000001,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 36.7%; product historical win rate is 13.8%; no competitor price information is available.,1,17.12,36.71
Q-14147,W,0.1712,179800.0,1,179800.0,66000,0.3670745272525028,0,,,30781.76000000001,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 36.7%; product historical win rate is 13.8%; no competitor price information is available.,1,17.12,36.71
Q-14148,H1,0.449,366120.0,1,366120.0,222000,0.6063585709603408,1,360000.0,1.7,164387.88000000003,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 1.7% above average competitor.,0,44.9,60.64
Q-14155,H1,0.688,648000.0,3,1944000.0,222000,0.1141975308641975,1,360000.0,80.0,1337472.0,81.82,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage,No major flag,price is 80.0% above average competitor; GMR is 68.8%; grant ratio is 11.4%.,0,68.8,11.42
Q-14176,I1,0.3829,261612.0,1,261612.0,132000,0.5045640108251915,1,240000.0,9.01,100171.2348,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 9.0% above average competitor; product historical win rate is 22.9%.,0,38.29,50.46
Q-14177,N1,0.3927,736986.0,2,1473972.0,375000,0.2544146021769748,2,830000.0,-11.21,578828.8044,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 25.4%.,1,39.27,25.44
Q-14177,N1,0.3927,736986.0,2,1473972.0,375000,0.2544146021769748,2,830000.0,-11.21,578828.8044,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 25.4%.,1,39.27,25.44
Q-14177,N1,0.3927,736986.0,2,1473972.0,375000,0.2544146021769748,2,830000.0,-11.21,578828.8044,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 25.4%.,1,39.27,25.44
Q-14182,W,0.161,173420.0,1,173420.0,66000,0.3805789412985815,0,,,27920.619999999995,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 38.1%; product historical win rate is 13.8%; no competitor price information is available.,0,16.1,38.06
Q-14183,I1,0.2829,220000.0,1,220000.0,132000,0.6,1,240000.0,-8.33,62237.99999999997,9.09,Low,9.09,Low,No major pricing risk,Product has historically low win rate,Price lower than average competitor,product historical win rate is 22.9%.,1,28.29,60.0
Q-14186,W,0.1407,173420.0,1,173420.0,66000,0.3805789412985815,0,,,24400.194000000018,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 38.1%; product historical win rate is 13.8%; no competitor price information is available.,0,14.07,38.06
Q-14191,Q,0.4268,158860.0,1,158860.0,45000,0.2832682865416089,1,130000.0,22.2,67801.448,45.45,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 22.2% above average competitor; grant ratio is 28.3%; product historical win rate is 10.3%.,0,42.68,28.33
Q-14194,A1,0.2448999999999999,197700.0,1,197700.0,90000,0.4552352048558422,1,170000.0,16.29,48416.73000000001,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,Low GMR,price is 16.3% above average competitor; product historical win rate is 19.0%.,1,24.49,45.52
Q-14196,I1,0.4317,284076.0,1,284076.0,132000,0.4646643855869556,1,240000.0,18.36,122635.6092,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 18.4% above average competitor; product historical win rate is 22.9%.,0,43.17,46.47
Q-14209,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,1,240000.0,95.0,306820.80000000005,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 95.0% above average competitor; GMR is 65.6%; grant ratio is 28.2%; product historical win rate is 22.9%.,0,65.56,28.21
