quote_id,product,gross_margin_rate,unit_price,qty,subtotal_price,energy_grant_amount,grant_ratio_to_subtotal,product_win_rate_pct,num_diagnosis_reasons,lost_diagnosis_reasons,competitor_count_available,avg_competitor_price,price_gap_avg_competitor,price_gap_avg_competitor_pct,higher_than_avg_competitor,gross_margin_rate_pct,grant_ratio_to_subtotal_pct
Q-10396,J,0.5728,484000.0,1,484000.0,113520,0.2345454545454545,0.0,4,Gross Margin Rate too high; Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,57.28,23.45
Q-10410,N1,0.4347999999999999,791770.8,1,791770.8,375000,0.4736219117956863,34.87,0,No clear rule-based reason,2,830000.0,-38229.19999999995,-4.6059277108433685,0.0,43.48,47.36
Q-10411,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-10417,W,0.1407,173420.0,1,173420.0,66000,0.3805789412985815,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,14.07,38.06
Q-10478,A1,0.299,228825.0,1,228825.0,90000,0.3933136676499508,18.99,2,Price higher than competitors; Product has historically low win rate,1,170000.0,58825.0,34.60294117647059,1.0,29.9,39.33
Q-10485,A1,0.3377,242190.0,1,242190.0,90000,0.3716090672612411,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,72190.0,42.46470588235295,1.0,33.77,37.16
Q-10493,A1,0.3112,232875.0,1,232875.0,90000,0.3864734299516908,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,62875.0,36.98529411764706,1.0,31.12,38.65
Q-10496,I1,0.3903999999999999,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,39.04,49.92
Q-10501,Q,0.0415,155480.0,1,155480.0,45000,0.2894262927707743,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,25480.0,19.6,1.0,4.15,28.94
Q-10511,A1,0.607,405000.0,1,405000.0,90000,0.2222222222222222,18.99,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,235000.0,138.23529411764704,1.0,60.7,22.22
Q-10517,O1,0.6463,1304400.0,1,1304400.0,375000,0.2874885004599816,46.77,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,2,830000.0,474400.0,57.1566265060241,1.0,64.63,28.75
Q-10528,W,0.1607999999999999,177190.0,1,177190.0,66000,0.3724815170156329,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,16.08,37.25
Q-10529,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.51,28.21
Q-10530,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-10537,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-10546,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-10560,F,0.6152000000000001,3172800.0,2,6345600.0,615000,0.0969175491679273,33.33,3,Gross Margin Rate too high; Low or no energy grant advantage; No competitor information available,0,,,,,61.52,9.69
Q-10560,O,0.6152000000000001,1546000.0,2,3092000.0,322500,0.1043014230271668,50.0,3,Gross Margin Rate too high; Low or no energy grant advantage; No competitor information available,0,,,,,61.52,10.43
Q-10565,I1,0.4325,284076.0,1,284076.0,132000,0.4646643855869556,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,44076.0,18.365,1.0,43.25,46.47
Q-10589,H1,0.4518999999999999,368064.0,1,368064.0,222000,0.6031559728742827,29.39,1,Price higher than competitors,1,360000.0,8064.0,2.24,1.0,45.19,60.32
Q-10600,H1,0.688,648000.0,1,648000.0,222000,0.3425925925925926,29.39,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,1,360000.0,288000.0,80.0,1.0,68.8,34.26
Q-10603,A1,0.607,405000.0,1,405000.0,90000,0.2222222222222222,18.99,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,235000.0,138.23529411764704,1.0,60.7,22.22
Q-10604,H1,0.4518999999999999,368064.0,1,368064.0,222000,0.6031559728742827,29.39,1,Price higher than competitors,1,360000.0,8064.0,2.24,1.0,45.19,60.32
Q-10610,A1,0.6039,405000.0,1,405000.0,90000,0.2222222222222222,18.99,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,235000.0,138.23529411764704,1.0,60.39,22.22
Q-10631,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-10632,I1,0.4000999999999999,269100.0,3,807300.0,132000,0.1635079895949461,22.91,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,29100.0,12.125,1.0,40.01,16.35
Q-10651,I1,0.424,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.4,47.17
Q-10653,I1,0.424,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.4,47.17
Q-10657,I1,0.424,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.4,47.17
Q-10687,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-10692,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-10703,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.56,28.21
Q-10711,W,0.4982999999999999,290000.0,1,290000.0,66000,0.2275862068965517,13.82,4,Gross Margin Rate too high; Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,49.83,22.76
Q-10736,H1,0.4518999999999999,368064.0,1,368064.0,222000,0.6031559728742827,29.39,1,Price higher than competitors,1,360000.0,8064.0,2.24,1.0,45.19,60.32
Q-10770,H1,0.5011,404352.0,1,404352.0,222000,0.5490265906932573,29.39,2,Gross Margin Rate too high; Price higher than competitors,1,360000.0,44352.0,12.32,1.0,50.11,54.9
Q-10796,H1,0.5011,404352.0,1,404352.0,222000,0.5490265906932573,29.39,2,Gross Margin Rate too high; Price higher than competitors,1,360000.0,44352.0,12.32,1.0,50.11,54.9
Q-10800,A1,0.3377,242190.0,1,242190.0,90000,0.3716090672612411,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,72190.0,42.46470588235295,1.0,33.77,37.16
Q-10809,H1,0.6746,648000.0,1,648000.0,222000,0.3425925925925926,29.39,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,1,360000.0,288000.0,80.0,1.0,67.46,34.26
Q-10809,I1,0.6746,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,67.46,28.21
Q-10821,H1,0.4585,372600.0,1,372600.0,222000,0.5958132045088567,29.39,1,Price higher than competitors,1,360000.0,12600.0,3.5000000000000004,1.0,45.85,59.58
Q-10822,H1,0.4585,372600.0,2,745200.0,222000,0.2979066022544283,29.39,2,Price higher than competitors; Low or no energy grant advantage,1,360000.0,12600.0,3.5000000000000004,1.0,45.85,29.79
Q-10834,N1,0.4345,791770.8,1,791770.8,375000,0.4736219117956863,34.87,0,No clear rule-based reason,2,830000.0,-38229.19999999995,-4.6059277108433685,0.0,43.45,47.36
Q-10861,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-10892,H1,0.4794,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.94,57.29
Q-10898,H1,0.4794,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.94,57.29
Q-10928,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-10929,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-10930,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-10931,J1,0.365,717008.5,1,717008.5,181500,0.253135074409857,22.22,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,620000.0,97008.5,15.646532258064516,1.0,36.5,25.31
Q-10936,I1,0.3829,261612.0,1,261612.0,132000,0.5045640108251915,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,21612.0,9.005,1.0,38.29,50.46
Q-10938,A1,0.3443,244620.0,1,244620.0,90000,0.3679175864606328,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,74620.0,43.89411764705882,1.0,34.43,36.79
Q-10941,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.56,28.21
Q-10942,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-10953,Q,0.4729,260000.0,1,260000.0,45000,0.173076923076923,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,130000.0,100.0,1.0,47.29,17.31
Q-10953,W,0.4729,290000.0,1,290000.0,66000,0.2275862068965517,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,47.29,22.76
Q-10961,A1,0.3045,228825.0,1,228825.0,90000,0.3933136676499508,18.99,2,Price higher than competitors; Product has historically low win rate,1,170000.0,58825.0,34.60294117647059,1.0,30.45,39.33
Q-10970,W,0.1063,166750.0,1,166750.0,66000,0.3958020989505247,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,10.63,39.58
Q-10989,H1,0.4904,395928.0,1,395928.0,222000,0.5607080075165182,29.39,1,Price higher than competitors,1,360000.0,35928.0,9.98,1.0,49.04,56.07
Q-11009,J1,0.612,1173500.0,1,1173500.0,181500,0.1546655304644226,22.22,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,620000.0,553500.0,89.27419354838709,1.0,61.2,15.47
Q-11022,D1,0.3678,2778400.0,1,2778400.0,960000,0.3455226029369421,21.43,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,2000000.0,778400.0,38.92,1.0,36.78,34.55
Q-11031,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-11058,I1,0.4354,285948.0,1,285948.0,132000,0.461622392882622,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,45948.0,19.145,1.0,43.54,46.16
Q-11067,A1,0.3475,245835.0,1,245835.0,90000,0.3660992128866923,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,75835.0,44.608823529411765,1.0,34.75,36.61
Q-11071,W,0.1063,166750.0,1,166750.0,66000,0.3958020989505247,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,10.63,39.58
Q-11072,O1,0.3677,729159.6,1,729159.6,375000,0.5142906984972837,46.77,0,No clear rule-based reason,2,830000.0,-100840.40000000002,-12.149445783132531,0.0,36.77,51.43
Q-11102,Y,0.6327,3752700.0,1,3752700.0,720000,0.1918618594611879,27.27,3,Gross Margin Rate too high; Low or no energy grant advantage; No competitor information available,0,,,,,63.27,19.19
Q-11121,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-11147,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-11156,H1,0.6887000000000001,648000.0,1,648000.0,222000,0.3425925925925926,29.39,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,1,360000.0,288000.0,80.0,1.0,68.87,34.26
Q-11167,W,0.4861,290000.0,1,290000.0,66000,0.2275862068965517,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,48.61,22.76
Q-11169,J1,0.612,1173500.0,1,1173500.0,181500,0.1546655304644226,22.22,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,620000.0,553500.0,89.27419354838709,1.0,61.2,15.47
Q-11176,I1,0.6551,264420.0,1,264420.0,132000,0.4992058089403222,22.91,3,Gross Margin Rate too high; Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,65.51,49.92
Q-11190,N1,0.3927,736986.0,2,1473972.0,375000,0.2544146021769748,34.87,1,Low or no energy grant advantage,2,830000.0,-93014.0,-11.206506024096385,0.0,39.27,25.44
Q-11192,N1,0.3927,736986.0,1,736986.0,375000,0.5088292043539497,34.87,0,No clear rule-based reason,2,830000.0,-93014.0,-11.206506024096385,0.0,39.27,50.88
Q-11209,I1,0.424,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.4,47.17
Q-11214,I1,0.424,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.4,47.17
Q-11221,W,0.4861,290000.0,1,290000.0,66000,0.2275862068965517,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,48.61,22.76
Q-11224,W,0.1492,175160.0,1,175160.0,66000,0.3767983557889929,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,14.92,37.68
Q-11227,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-11228,H1,0.4871,393336.0,1,393336.0,222000,0.5644029532003173,29.39,1,Price higher than competitors,1,360000.0,33336.0,9.26,1.0,48.71,56.44
Q-11269,I1,0.4289,282672.0,1,282672.0,132000,0.466972321276957,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,42672.0,17.78,1.0,42.89,46.7
Q-11291,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-11300,H1,0.4794,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.94,57.29
Q-11305,W,0.4861,290000.0,1,290000.0,66000,0.2275862068965517,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,48.61,22.76
Q-11325,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-11333,Q,0.051,157040.0,1,157040.0,45000,0.2865511971472236,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,27040.0,20.8,1.0,5.1,28.66
Q-11337,W,0.1492,175160.0,1,175160.0,66000,0.3767983557889929,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,14.92,37.68
Q-11349,I1,0.3903999999999999,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,39.04,49.92
Q-11357,I1,0.3771,261612.0,1,261612.0,132000,0.5045640108251915,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,21612.0,9.005,1.0,37.71,50.46
Q-11364,I1,0.3484,230000.0,1,230000.0,132000,0.5739130434782609,22.91,1,Product has historically low win rate,1,240000.0,-10000.0,-4.166666666666666,0.0,34.84,57.39
Q-11379,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-11384,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-11386,I1,0.3771,261612.0,1,261612.0,132000,0.5045640108251915,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,21612.0,9.005,1.0,37.71,50.46
Q-11387,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-11398,I1,0.6551,264420.0,1,264420.0,132000,0.4992058089403222,22.91,3,Gross Margin Rate too high; Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,65.51,49.92
Q-11406,I1,0.4289,282672.0,1,282672.0,132000,0.466972321276957,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,42672.0,17.78,1.0,42.89,46.7
Q-11412,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-11428,N1,0.396,740899.2,1,740899.2,375000,0.5061417261619394,34.87,0,No clear rule-based reason,2,830000.0,-89100.80000000005,-10.73503614457832,0.0,39.6,50.61
Q-11430,N1,0.3957,740899.2,1,740899.2,375000,0.5061417261619394,34.87,0,No clear rule-based reason,2,830000.0,-89100.80000000005,-10.73503614457832,0.0,39.57,50.61
Q-11435,A1,0.607,405000.0,1,405000.0,90000,0.2222222222222222,18.99,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,235000.0,138.23529411764704,1.0,60.7,22.22
Q-11439,H1,0.449,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.9,60.64
Q-11444,N1,0.4382,796988.4,1,796988.4,375000,0.4705212773485787,34.87,0,No clear rule-based reason,2,830000.0,-33011.59999999998,-3.977301204819274,0.0,43.82,47.05
Q-11462,W,0.1407,173420.0,1,173420.0,66000,0.3805789412985815,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,14.07,38.06
Q-11466,W,0.1407,173420.0,1,173420.0,66000,0.3805789412985815,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,14.07,38.06
Q-11491,H1,0.449,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.9,60.64
Q-11507,K,0.4507,555000.0,1,555000.0,190920,0.344,23.53,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,45.07,34.4
Q-11592,H1,0.449,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.9,60.64
Q-11627,H1,0.4904,395928.0,1,395928.0,222000,0.5607080075165182,29.39,1,Price higher than competitors,1,360000.0,35928.0,9.98,1.0,49.04,56.07
Q-11637,H1,0.4585,372600.0,1,372600.0,222000,0.5958132045088567,29.39,1,Price higher than competitors,1,360000.0,12600.0,3.5000000000000004,1.0,45.85,59.58
Q-11641,I1,0.4232,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.32,47.17
Q-11658,J1,0.613,1173500.0,1,1173500.0,181500,0.1546655304644226,22.22,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,620000.0,553500.0,89.27419354838709,1.0,61.3,15.47
Q-11679,E1,0.3413,2571400.0,1,2571400.0,960000,0.3733374815275725,40.0,2,Price higher than competitors; Low or no energy grant advantage,1,2000000.0,571400.0,28.57,1.0,34.13,37.33
Q-11680,W,0.4861,290000.0,1,290000.0,66000,0.2275862068965517,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,48.61,22.76
Q-11704,H1,0.4845,391392.0,1,391392.0,222000,0.5672062791268089,29.39,1,Price higher than competitors,1,360000.0,31392.0,8.72,1.0,48.45,56.72
Q-11712,A1,0.3443,244620.0,1,244620.0,90000,0.3679175864606328,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,74620.0,43.89411764705882,1.0,34.43,36.79
Q-11793,H1,0.449,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.9,60.64
Q-11801,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.51,28.21
Q-11811,H1,0.449,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.9,60.64
Q-11821,A,0.2771,115000.0,1,115000.0,38700,0.3365217391304347,13.04,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,10500.0,104500.0,995.2380952380952,1.0,27.71,33.65
Q-11856,A,0.5843,200000.0,1,200000.0,38700,0.1935,13.04,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,10500.0,189500.0,1804.7619047619048,1.0,58.43,19.35
Q-11872,I1,0.3829,261612.0,1,261612.0,132000,0.5045640108251915,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,21612.0,9.005,1.0,38.29,50.46
Q-11874,W,0.0905,163850.0,1,163850.0,66000,0.4028074458346048,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,9.05,40.28
Q-11910,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.51,28.21
Q-11918,N1,0.396,740899.2,1,740899.2,375000,0.5061417261619394,34.87,0,No clear rule-based reason,2,830000.0,-89100.80000000005,-10.73503614457832,0.0,39.6,50.61
Q-11920,W,0.4861,290000.0,1,290000.0,66000,0.2275862068965517,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,48.61,22.76
Q-11940,I1,0.6551,468000.0,2,936000.0,132000,0.141025641025641,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.51,14.1
Q-11942,A,0.2643,113000.0,1,113000.0,38700,0.3424778761061947,13.04,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,10500.0,102500.0,976.1904761904764,1.0,26.43,34.25
Q-11953,Q,0.4448,260000.0,1,260000.0,45000,0.173076923076923,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,130000.0,100.0,1.0,44.48,17.31
Q-11956,W,0.0905,163850.0,1,163850.0,66000,0.4028074458346048,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,9.05,40.28
Q-11977,I1,0.3829,261612.0,1,261612.0,132000,0.5045640108251915,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,21612.0,9.005,1.0,38.29,50.46
Q-11978,I1,0.3829,261612.0,1,261612.0,132000,0.5045640108251915,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,21612.0,9.005,1.0,38.29,50.46
Q-12032,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.51,28.21
Q-12035,I1,0.6551,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.51,28.21
Q-12065,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.56,28.21
Q-12067,N1,0.3957,740899.2,1,740899.2,375000,0.5061417261619394,34.87,0,No clear rule-based reason,2,830000.0,-89100.80000000005,-10.73503614457832,0.0,39.57,50.61
Q-12072,I1,0.4296999999999999,282672.0,1,282672.0,132000,0.466972321276957,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,42672.0,17.78,1.0,42.97,46.7
Q-12086,H1,0.4845,391392.0,1,391392.0,222000,0.5672062791268089,29.39,1,Price higher than competitors,1,360000.0,31392.0,8.72,1.0,48.45,56.72
Q-12088,W,0.0905,163850.0,1,163850.0,66000,0.4028074458346048,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,9.05,40.28
Q-12100,N1,0.4317,787857.6,1,787857.6,375000,0.4759743385099033,34.87,0,No clear rule-based reason,2,830000.0,-42142.40000000002,-5.077397590361449,0.0,43.17,47.6
Q-12103,I1,0.6551,264420.0,1,264420.0,132000,0.4992058089403222,22.91,3,Gross Margin Rate too high; Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,65.51,49.92
Q-12113,Q,0.051,157040.0,1,157040.0,45000,0.2865511971472236,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,27040.0,20.8,1.0,5.1,28.66
Q-12120,A1,0.3026999999999999,230040.0,1,230040.0,90000,0.3912363067292644,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,60040.0,35.31764705882353,1.0,30.27,39.12
Q-12123,I1,0.3829,261612.0,1,261612.0,132000,0.5045640108251915,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,21612.0,9.005,1.0,38.29,50.46
Q-12137,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-12148,N1,0.4317,787857.6,1,787857.6,375000,0.4759743385099033,34.87,0,No clear rule-based reason,2,830000.0,-42142.40000000002,-5.077397590361449,0.0,43.17,47.6
Q-12167,W,0.1407,173420.0,1,173420.0,66000,0.3805789412985815,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,14.07,38.06
