row_index,quote_id,product,pricing_anomaly_score_0_100,anomaly_direction,top_local_diffi_features,local_diffi_business_explanation
4242,Q-37149,F1,74.37,Unusual pricing pattern review,product (0.9435); is_compe_c (0.1132); avg_competitor_price (0.0794); kw (0.0653); unit_price (0.0578),"product category contributes to unusual pricing pattern (F1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,172,700, above P90)."
4243,Q-37173,E1,97.06,High conversion risk review,product (1.5776); is_compe_c (0.1452); price_gap_min_competitor (0.1343); is_compe_a (0.1043); subtotal_price (0.1004),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; is_compe_a contributes to anomaly; subtotal price is unusually high (4,600,000, above P90)."
4249,Q-37235,F1,97.51,High conversion risk review,product (1.6351); is_compe_c (0.1473); price_gap_min_competitor (0.1324); price_gap_avg_competitor_pct (0.1067); subtotal_price (0.1058),"product category contributes to unusual pricing pattern (F1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; price is unusually above average competitor (130.0%, above P90); subtotal price is unusually high (4,600,000, above P90)."
4366,Q-38953,C1,80.53,Unusual pricing pattern review,product (1.3836); competitor_c (0.3417); is_compe_c (0.1390); avg_competitor_price (0.0958); max_competitor_price (0.0697),"product category contributes to unusual pricing pattern (C1); competitor_c contributes to anomaly; is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,100,000.0000, above P90); max_competitor_price contributes to anomaly."
4403,Q-39686,U,86.05,High conversion risk review,product (1.3744); estimated_gross_profit (0.0835); price_gap_min_competitor (0.0819); unit_price (0.0775); is_compe_a (0.0759),"product category contributes to unusual pricing pattern (U); estimated gross profit is unusually high (2,381,688, above P90); price_gap_min_competitor contributes to anomaly; unit price is unusually high (3,420,000, above P90); is_compe_a contributes to anomaly."
4418,Q-39904,S,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
4483,Q-40805,U,86.05,High conversion risk review,product (1.3744); estimated_gross_profit (0.0835); price_gap_min_competitor (0.0819); unit_price (0.0775); is_compe_a (0.0759),"product category contributes to unusual pricing pattern (U); estimated gross profit is unusually high (2,381,688, above P90); price_gap_min_competitor contributes to anomaly; unit price is unusually high (3,420,000, above P90); is_compe_a contributes to anomaly."
4491,Q-40891,E1,81.24,Conversion risk review,product (1.1018); is_compe_c (0.0982); avg_competitor_price (0.0830); kw (0.0720); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90)."
4492,Q-40905,D1,82.37,Conversion risk review,product (1.0563); is_compe_c (0.0980); avg_competitor_price (0.0868); kw (0.0738); unit_price (0.0698),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90)."
4670,Q-42235,C1,79.88,Unusual pricing pattern review,product (1.3290); competitor_c (0.3417); is_compe_c (0.1390); avg_competitor_price (0.0948); max_competitor_price (0.0673),"product category contributes to unusual pricing pattern (C1); competitor_c contributes to anomaly; is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,100,000.0000, above P90); max_competitor_price contributes to anomaly."
4699,Q-42412,S,72.58,High conversion risk review,product (0.7022); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
4700,Q-42452,C1,78.07,Opportunity review,product (1.2989); competitor_c (0.3417); is_compe_c (0.1286); avg_competitor_price (0.0969); max_competitor_price (0.0702),"product category contributes to unusual pricing pattern (C1); competitor_c contributes to anomaly; is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,100,000.0000, above P90); max_competitor_price contributes to anomaly."
4768,Q-43583,D1,84.4,Conversion risk review,product (1.1451); is_compe_c (0.1071); avg_competitor_price (0.0883); kw (0.0723); unit_price (0.0706),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,944,000, above P90)."
4769,Q-43593,D1,84.4,Conversion risk review,product (1.1451); is_compe_c (0.1071); avg_competitor_price (0.0883); kw (0.0723); unit_price (0.0706),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,944,000, above P90)."
4796,Q-44064,D1,90.15,High conversion risk review,product (1.3364); is_compe_c (0.1136); avg_competitor_price (0.0945); unit_price (0.0940); price_gap_min_competitor (0.0899),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); unit price is unusually high (3,456,200, above P90); price_gap_min_competitor contributes to anomaly."
4803,Q-44125,U,86.05,High conversion risk review,product (1.3744); estimated_gross_profit (0.0835); price_gap_min_competitor (0.0819); unit_price (0.0775); is_compe_a (0.0759),"product category contributes to unusual pricing pattern (U); estimated gross profit is unusually high (2,382,030, above P90); price_gap_min_competitor contributes to anomaly; unit price is unusually high (3,420,000, above P90); is_compe_a contributes to anomaly."
4818,Q-44238,D1,89.94,High conversion risk review,product (1.3099); is_compe_c (0.1136); unit_price (0.0977); avg_competitor_price (0.0951); price_gap_min_competitor (0.0877),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; unit price is unusually high (3,396,723, above P90); avg_competitor_price is unusually high (2,000,000.0000, above P90); price_gap_min_competitor contributes to anomaly."
4870,Q-44609,S,72.58,High conversion risk review,product (0.7022); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
4924,Q-45088,S,72.82,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0439),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
4933,Q-45210,Y,80.11,Information gap review,product (1.0800); estimated_cost (0.1010); effective_price_after_grant (0.0947); subtotal_price (0.0906); estimated_gross_profit (0.0770),"product category contributes to unusual pricing pattern (Y); estimated_cost is unusually high (5,356,317.2800, above P90); effective_price_after_grant is unusually high (9,723,200.0000, above P90); subtotal price is unusually high (10,443,200, above P90); estimated gross profit is unusually high (5,086,883, above P90)."
4960,Q-45479,S,72.58,High conversion risk review,product (0.7022); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
4979,Q-45730,D1,82.72,Conversion risk review,product (1.0631); is_compe_c (0.1050); avg_competitor_price (0.0868); unit_price (0.0747); kw (0.0741),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); unit price is unusually high (2,660,923, above P90); kw contributes to anomaly."
4980,Q-45734,D1,97.49,High conversion risk review,product (1.5805); price_gap_min_competitor (0.1263); is_compe_c (0.1211); unit_price (0.1032); is_compe_a (0.1031),"product category contributes to unusual pricing pattern (D1); price_gap_min_competitor contributes to anomaly; is_compe_c contributes to anomaly; unit price is unusually high (4,007,700, above P90); is_compe_a contributes to anomaly."
